,page,id,text,like,love,care,haha,wow,sad,angry
7024,MaYingjeou,3481741595221281,"大九學堂開課中！

瞭解公共政策，參與社會服務，認識臺灣文史，豐富國際視野！
堂堂精彩！

下一站澎湖，我們來了！

#馬英九
#蔣萬安
#趙春山
#廖元豪
#蘇俊賓
#陳珮馨
#立法院
#安得烈食物銀行
#美國聖母大學
#淡水滬尾砲台
#基隆法軍公墓",26340,212,175,39,20,3,113
7025,MaYingjeou,3473790566016384,"昨天是 「八二三砲戰」62周年，我與大家一同追思曾在這場戰役浴血保衛臺灣的郝柏村院長，對他畢生為中華民國奉獻，致上最高敬意。

院長任內是兩岸關係變化最大的階段。1992年8月1日李登輝總統主持第八次國統會全體委員會議，裁示通過「關於『一個中國』涵義」的決議文，郝院長跟我都在場。這個決議，成為11月海基、海協兩會以傳真函達成「一個中國，各自表述」的「九二共識」的基礎。 郝院長當時說，我們「反對兩個中國、一中一臺與臺灣獨立」，他認為，兩岸應「和平競爭」，並呼籲中共當局尊重人權法治，實行民主政治，接受我方為「對等政治實體」，「共存國際社會」，足見他不卑不亢、務實前瞻的兩岸主張。

郝院長對於還原蔣委員長領導的抗戰史實不遺餘力，他到大陸訪問時，嚴正駁斥中共扭曲，多次指出，八年抗戰「是蔣委員長一人領導，沒有第二個人」，是非分明，風骨嶙峋。

2015年11月下旬，菲律賓污衊我國領土太平島不是島嶼，只是一個岩礁。為澄清真相，我在2016年安排各界人士分批搭乘C-130運輸機至1600公里外的太平島參訪，來回6小時。當時高齡98的郝院長，不畏辛勞，堅持登島。因為他一生戎馬，就是沒去過這個南海小島。當天晚上我在臺北賓館以便餐招待。隨行人員累得人仰馬翻，郝院長依然精神矍鑠。他養生有道，又愛國情殷，都讓人動容。

郝院長始終心繫兩岸和平與臺灣安全，他指出，『兩岸關係的和平發展，以「九二共識」為基礎，民進黨以找不到文字協議，即視「九二共識」不存在，這是昧於事實的狡辯。「九二共識」得來不易，攸關人民禍福，值得大家珍惜』。我們看到當前臺海緊張情勢升高，執政者為了政治利益拋棄「九二共識」、破壞兩岸關係、不顧民眾安危，院長這番真知灼見，對照出自私政客的醜惡。

郝院長精彩的一生，猶若一篇捍衛中華民國的史詩。1993年他在中山樓國民大會振臂高喊「中華民國萬歲、反對臺獨」那一幕，讓我們永難忘懷。

永遠的郝院長，中華民國能有您真好。",34872,567,140,54,14,21,140
7026,MaYingjeou,3464330793629028,"今天是1958年「八二三砲戰」62周年。其實，早在「八二三砲戰」之前，中共就已多次砲擊金門，其中以「九三砲戰」規模最大。

1954年9月3日，共軍上百門火砲對金門地區猛烈砲擊，半日內就發射了6千發砲彈。「九三砲戰」除造成我數十名軍民傷亡，兩名自願到金門服務的美軍顧問團成員孟登道中校（Alfred Medendorp）與林恩中校（Frank W. Lynn），也於砲火中不幸殉職。

1992年，國防部為孟登道中校在金門水頭碼頭建立紀念碑，當時負責施工的就是金西師師長高華柱。2011年，19年前的高師長已成為我總統任內的國防部長，在他的推動下，再為林恩中校立碑紀念。

2015年，我到水頭碼頭憑弔孟登道中校與林恩中校，並由美國在臺協會(AIT)代為受領我頒贈給他們的「保衛臺灣紀念章」。今年7月25日我到金門紀念大二膽戰役70周年時，特別再到紀念碑前，向這兩名為中華民國犧牲的美軍軍官致敬。

我任內頒發「保衛臺灣紀念章」給歷次保衛臺灣作戰的有功人員，第一位獲頒的就是古寧頭大捷開第一砲的上士熊震球。將此紀念章也頒給在華美軍，尤其是頒給我國與美國簽訂「中美共同防禦條約」前，就自願來臺擔任顧問的美軍殉職官兵，意義更是不凡。

當年美國與我國有邦交時，曾提供財政與軍事等各項援助，我們感念美方的幫忙，但戰火無情，若能維繫和平，我們就不應再讓自己的子弟，甚至美國的子弟被戰爭奪走生命；我們不求戰、不畏戰，但除備戰之外，更要積極避戰，尤其不能讓錯誤的政策掀起戰端，無謂犧牲無辜性命。

1966年，美國總統詹森（Lyndon Johnson）在陣亡將士紀念日（Memorial Day）的演說中，提到孟登道與林恩等8名於二戰後陣亡的美軍將士，推崇他們是為了建立和平而犧牲。我們不忘美軍對臺海和平的貢獻，更應珍惜過去兩岸好不容易建立起的和平與繁榮，重回「九二共識」的良性互動正道。",29808,386,159,56,25,24,134
7027,MaYingjeou,3469456603116447,『國家不安全研討會：臺灣如何轉危為安』開幕致詞,5014,30,57,54,14,9,292
7028,MaYingjeou,3463642997031141,"美中緊張，風雷隱隱，夾在兩大強權間的臺灣，正面臨被捲進衝突漩渦的危機。共軍軍機繞臺、對臺軍演，「國際危機組織」（ICG）將臺灣海峽列為「政治及安全情況重大惡化」地區，臺海已經被國際認證「不安全」，在對外關係、國防與經濟三方面都遭遇嚴峻挑戰。

目前可能是數十年來臺灣最危險的時刻，但有危機就能有轉機，馬英九基金會舉辦研討會，邀請專家學者為國家尋覓正確的方向與避險之道，希望能讓臺灣「轉危為安」！

歡迎您與我們一起洞察問題、探索解方！

報名專頁：https://reurl.cc/ar6Gp7

#8月22日9點
#臺北市議會地下一樓禮堂",11511,84,113,61,36,23,144
7029,MaYingjeou,3444098392318935,"今天是國際慰安婦紀念日，我連續第3年到臺南慰安婦銅像前追思這段傷痛的歷史。

臺灣的慰安婦阿嬤遲遲等不到日本政府的道歉，目前只剩兩位尚在人世。蔡英文總統曾向過世的阿嬤們承諾，要替她們向日本政府討公道，但不僅沒做到，反而在課綱中刪掉這段歷史，抹去下一代的歷史記憶。

歷史的錯誤或可原諒，但歷史的真相不能遺忘，慰安婦阿嬤的苦難更不能被遺忘。我會繼續為阿嬤們爭取正義公道；也請蔡總統實現對阿嬤們的承諾，要求日本政府為迫害女性的史實道歉，並實現她所說的「接軌國際人權標準」，將課綱與教科書「慰安婦」一詞，正名為「慰安婦－軍事性奴隸」，讓國人都能瞭解這段悲慘的真相，不再遺忘。

#814國際慰安婦紀念日
#馬英九
#mayingjeou",30970,499,246,35,50,658,111
7030,MaYingjeou,3441587692570005,"最近政府全面開放境外學生返臺就學，卻獨漏陸生，讓他們成為「反中仇陸」政策的犧牲品。陸生來臺就讀，一直是兩岸青年交流建立友誼的最佳途徑，蔡政府歧視性的做法，令人深感失望與憂心，謹此呼籲全國大學校院的校院長，一起站出來，抗議這項不法、不當、不智之舉。

1870年普法戰爭爆發，法國大敗，割讓亞爾薩斯與洛林兩省給普魯士（德國），兩國仇恨開始發酵。一次大戰德國戰敗，1919年巴黎和會，亞、洛兩省歸還法國。1940年二戰初期，這兩省又被德國奪去；1945年二戰結束後再回到法國手中。

戰後德法兩國政府有識之士都認為，歷史仇恨終需化解。1963年雙方簽署象徵友好和解的《愛麗舍條約》，成立德法青年組織，共同推動超大規模、歷時數十年、數百萬人參與的學生交流計畫。交換生除了在校園學習，也借住當地民宅體驗異國文化，經過年輕世代數十年的深度交流，曾經是世仇的德法兩國，逐漸化解仇恨、走向合作，徹底改變雙方關係。

事實上，從煤鐵聯營、原子能合作、關稅同盟、到1958年建立歐洲共同體，德法兩國是歐洲整合數十年來最積極的推動者。1993年《馬斯垂克條約》正式生效，德法都同意放棄他們歷史悠久、引以為傲的貨幣─法郎與馬克，推動歐洲共同貨幣的實施，終讓歐元於2002年成為歐盟多數國家的法定貨幣，為歐洲整合取得重大進展。德法兩國成為歐洲團結的核心與典範，為歐洲帶來長久的和平與繁榮。2017年剛當選法國總統的馬克宏，第一次出訪就是去德國看梅克爾總理。

如同德法兩國推動青年交流化解歷史仇恨，兩岸要建立永續的和平繁榮，也一定要從年輕一代開始。2011年我開放陸生來臺就讀大學院校，到我卸任的2016年，來臺陸生增加到4萬2千多人，成長達50倍，各大學都有陸生。儘管兩岸學生來自不同的社會，但有機會在青年時期交流互動，瞭解越深、誤解就越少，越能建立友誼與共同價值，為兩岸永續和平奠定基礎。事實也證明，許多陸生來臺後，不只對臺灣留下良好印象，並觸發他們對於兩岸未來有更深刻務實的思考，這不是政府用任何宣傳能夠取得的成果。

陸生自2月9日被禁來臺已超過二百天，蔡政府選擇性排除陸生返臺就學，完全是政治考量。這種對待陸生的方式，既不公平，也讓兩岸敵意螺旋更加升高；大陸當局日前就決定，暫停今年的新陸生來臺就讀。我呼籲兩岸當局，不要中斷兩岸青年交流的機會，讓新、舊陸生都能夠來臺，讓共享血緣、歷史、與文化的兩岸青年，能夠跨越政治鴻溝。我也呼應知名政論家王健壯先生日前投書「聯合報」的倡議，呼籲公私立大學校長們挺身而出，一同嚴正要求蔡政府修正錯誤的政策。

蔡英文總統今年4月9日面對世界衛生組織秘書長公開指責臺灣種族歧視的時候，曾霸氣回應：「臺灣向來反對任何形式的歧視」；8月10日接見美國衛生部長阿薩爾時更說，「政治因素不應該凌駕在健康人權之上」。蔡總統說得很對，希望她把同樣標準，用在陸生、陸配及陸配子女身上，拋開歧視，不要讓政治凌駕教育與人權。",23835,230,107,103,33,44,284
7031,MaYingjeou,3406788536049921,"飄香超過45個年頭的手工包子，過去以三輪車在潮州沿街叫賣，如今已是南臺灣的著名美食。一口咬下蛋黃肉包，肉汁與蛋香湧入口中，獨特豐富的口感，展現臺灣小吃魅力！

#大九好食光
#美食
#蛋黃肉包
#屏東潮州
#88父親節快樂
#馬英九
#mayingjeou",41595,485,90,32,35,2,64
7032,MaYingjeou,3409448649117243,"今天早上9點，我到設於臺北賓館的靈堂，向前天去世的李總統登輝告別。

巧合的是，28年前的此刻，也就是1992年8月1日早上9點，李總統在臺北賓館斜對面的總統府主持國家統一委員會第八次全體委員會議，通過《關於「一個中國」的涵義》決議，也就是「海峽兩岸均堅持『一個中國』之原則，但雙方所賦與的涵義有所不同」。這項決議，為同年11月16日兩岸海基會與海協會達成「一中各表」的「九二共識」，奠定基礎。當天我以陸委會副主委的身分，出席了該次會議。

「九二共識」為我後來八年總統任內帶來兩岸和平繁榮的紅利，讓兩岸人民一體受惠。李總統主持國統會所通過的「一中涵義」決議，是他在兩岸關係上留下的重要政績，也是他對兩岸和平往來的貢獻，沒有人能夠否認。

今天這個歷史的巧合，似乎在提醒我們，不要忘記這項重要的歷史性決議。李總統為兩岸之間留下了一扇窗，願李總統安息主懷。",44439,464,136,171,112,478,477
7033,MaYingjeou,3392436687485106,"一戰古寧頭，再戰大二膽。

民國38年共軍於古寧頭一役戰敗後，仍伺機蠢動 。39年7月26日，金門大膽島、二膽島突遭猛烈砲擊，駐守當地的史恆豐營長，率領不到300名國軍，與700多名渡海進犯的共軍晝夜激戰，最後殲滅共軍3百餘人、俘虜2百餘人，以全勝告捷。不但讓共軍從此打消登陸佔領金門的念頭，更奠定日後八二三砲戰勝利的基礎。

大二膽戰役70周年的今天，我與當年參戰英雄史恆豐、賴生明的家屬們重返戰地，憑弔這場保衛臺灣的關鍵戰役，並向將士英靈致祭。過去的殺戮戰場，如今已成為國民旅遊新亮點，島上的「三民主義統一中國」心戰牆，更是陸客在海上遠眺金門的必看景點。雖然戰爭已經遠去，但我們永不忘懷昔日國軍以生命與鮮血保衛臺灣的功績，要更加珍惜得來不易的和平，勿讓臺海再陷危機，祈願兩岸永無戰事。

#大二膽戰役70周年
#金門
#馬英九
#mayingjeou",30853,330,128,20,16,7,45
7034,MaYingjeou,3386533508075424,"最近有一種說法，指蔣經國總統晚年推動政經改革是出於情勢所迫、政躬違和與子嗣不賢，我深感詫異。謹以擔任經國先生秘書6年多的經驗，從「解除臺灣戒嚴」、「開放大陸探親」、「國會全面改選」這三個面向，分享我的觀察。

臺灣從1949年宣布戒嚴，到1987年解嚴，前後38年。1985年，前美軍顧問團團長、經國先生的好友戚烈拉（Richard G. Ciccolella）將軍來函，建議解除臺灣戒嚴，因為戒嚴在西方是國家遭遇危急情勢時才採取的措施，臺灣並沒到那種程度，何不解除戒嚴，丟掉這個有損國家形象的大包袱？不久，經國先生找我去問：「戒嚴」這個字的英文是什麼？我說是martial law，他要我查報西方社會對戒嚴的看法。我查了大英、大美百科全書，以及布萊克法律辭典、韋氏大辭典等書後回報他，martial law在英文的意思是military control（軍事管制）或no law at all（無法無天），他聽了不以為然地說：「臺灣哪有軍事管制，也沒有無法無天啊！」

一年後，1986年10月7日，經國先生接見美國華盛頓郵報發行人葛蘭姆（Katherine Graham）女士，被問到戒嚴時主動表示：「我國將在制定國家安全法令後解除戒嚴並開放組黨。」當時在現場擔任翻譯的我，彷彿遭電流通過般震撼，心想臺灣的歷史將就此改寫了。印象所及，當時包括駐美代表錢復、旅美教授丘宏達在內的有識之士，也曾作出同樣建議。

1987年3月下旬，經國先生突然問我：「英九，最近有沒有什麼特別的事情？」我說，這一個月來，有一群老兵在西門町遊行請願，希望回大陸探親；事實上，這兩年已有上名萬老兵偷偷從香港入境大陸探親了。當時，立委趙少康、洪昭男、李勝峰也在立法院聯合質詢，建議開放大陸探親。經國先生說，這事我已經交代張（祖詒）副秘書長了，你去看他。

張副秘書長告訴我，經國先生已決定開放大陸探親，要我草擬方案呈報，原則上透過紅十字會經香港進行。經連串修正核報，該方案於當年11月2日實施。經國先生這個石破天驚的決定，尊重了民意，照顧了老兵，也改變了兩岸關係。

1987年11月底，經國先生突然要我到七海寓所見面，那時已病得不輕的他躺在床上，問我國會改選案的進度，我說進度卡在有些國大代表主張設立「大陸代表制」以延續中華民國法統。他問我，政府當年遷臺，有沒有宣布我們在這裡還是代表全中國？我說似乎沒有發表過這類聲明，他要我再去查一查。一週後我再赴七海寓所向他回報，政府從成都遷到臺北，並沒有發佈任何相關聲明；經國先生就說，其實只要是根據《中華民國憲法》選出的代表，當然就代表中華民國法統，不需要再設「大陸代表制」。我聽了心中一寬，輕鬆無比，走出七海寓所，抬頭望見滿天星斗，由衷敬佩經國先生的英明與睿智。因為我也不認為國會該設立大陸代表，這種代表如何在臺灣選出，又如何能代表大陸呢？既不合理，也行不通。經國先生的這項決定，排除了國會全面改選的主要障礙，讓臺灣的政治民主化，再向前邁進一大步。

經國先生從善如流，擇善固執，我從未有他是「被迫改革」的印象。經國先生最令我敬佩的，就是他出身威權體制，卻能親手終結威權體制，為國家人民留下可大可久的民主根基，值得國人永遠追思懷念。",33938,708,145,30,32,15,32
7035,MaYingjeou,3370478246347617,"太熱了！🌞🌞🌞
來吃冷熱冰！🍨🍨🍨

#大九好食光
#潮州冷熱冰
#屏東
#馬英九
#mayingjeou",66303,784,122,451,70,0,38
7036,MaYingjeou,3367008106694631,"若美國認為太平島是「岩礁」而不是「島嶼」，我們能接受嗎？

2016年7月12日，菲律賓所提「南海仲裁案」的五位仲裁員在海牙作出判斷，支持菲律賓的主張，認定太平島是「礁」不是「島」，嚴重損害我國權益。當時蔡英文總統曾鄭重聲明，該案從未徵詢我方意見，仲裁判斷對太平島的認定，已經嚴重損及我南海諸島及其相關海域之權利，「我們絕不接受」。

今年7月13日，美國國務卿蓬佩奧發表聲明，認為2016年菲律賓南海仲裁判斷具有法律拘束力。這是歷年來美國對南海爭議最明確強烈的表態。但這次對於美方的聲明，我外交部竟語帶曖昧的表示「歡迎」。

難道外交部認同「南海仲裁案」的判斷？認同我國太平島是「礁」不是「島」？這種唾面自乾自我閹割的態度，置國家領土與太平島上的戍守人員於何地？中華民國政府面對領土爭議應有的嚴正立場何在?

事實上，太平島面積51公頃（0.51 平方公里），是南海最大的自然島嶼，擁有南海最佳淡水，每日可供1500人使用，它的農耕與漁撈等足以維持本身的經濟生活，完全符合《聯合國海洋法公約》第121條的規定。此次美方所發表對南海爭議的立場，攸關中華民國領土的國際法地位，外交部應儘速澄清，太平島是島嶼（island）而非岩礁（rock），重申中華民國不接受2016年南海仲裁判斷的嚴正立場。不能在國際上自我放棄主權，才能獲得全國人民的支持。",21685,162,122,55,55,33,258
7037,MaYingjeou,3355745701154205,"收到超可愛蛋糕🎂
謝謝大家的祝福😊

#人生七十才開始🏃🏻
#馬英九
#mayingjeou",66917,1933,203,695,124,2,22
7038,MaYingjeou,3346715878723854,"崇德街是從捷運六張犁站通往木柵動物園的捷徑，這條小山路，清朝時曾是深坑茶農將茶葉送往六張梨的「茶路」，如今成為公墓區，也是一條騎自行車的另類路線。

資深出版人老貓(陳穎青)將自行車融入生活，騎遍大大小小街道。在他的介紹下，我首次騎這條路線，與車友們一同探尋沿途的文史遺跡。

途中經過臺灣民主運動先驅蔣渭水先生的衣冠塚，這裡也是眺望101大樓的秘境 。路上還經過展現文化多樣性的回教公墓、戒嚴時期政治受難者紀念公園、白崇禧墓園、糶米古道、安葬徐蚌會戰老兵的皖北千秋墓園、富德公墓等處。

父親與母親的骨灰都安放在富德公墓，這是我第一次騎自行車來探望他們。在我生日前夕，再次謝謝爸爸媽媽對我的養育之恩，也向他們報告家人們一切都好，請爸媽放心。

崇德街雖是山路，但坡度並不陡，由於是公墓區，人車也較少，是一條適合騎車、練車的路線。趁著週末假日，大家不妨騎車到此走走，體驗不一樣的臺北。

#大九愛運動
#老貓老馬遊臺北
#自行車
#崇德街
#101大樓
#馬英九
#mayingjeou",25786,297,110,16,16,1,14
7039,MaYingjeou,3347232308672211,"今天與未來沙龍工作坊的青年朋友餐會，談了很多有關臺灣、國際與兩岸的問題。看到年輕人這麼關心國際局勢、兩岸關係及中華民國的未來，很感動也很開心！！🇹🇼❤️🥰

#羅智強
#未來沙龍
#鄭正鈐
#馬英九
#mayingjeou",21064,309,90,19,6,0,21
7040,MaYingjeou,3293293630732746,"炸成金黃色的大頭鰱魚以豬骨高湯熬煮，搭配大白菜、扁魚、木耳、蝦米、豆腐、豆皮、蔥蒜、辣椒、三層肉等配料，60年歷史的嘉義特色小吃，香濃醇口，很厲害！🐟🐟🐟

無畏疫情衝擊，老店們以經得起考驗的傳統美味努力撐下來，大家一起替他們加油，用自己的胃支持在地美食，支持喜愛的餐廳，留下美好的滋味！！🍜🍲🥗🍗🍛

#大九吃八方
#美食
#沙鍋魚頭
#馬英九
#mayingjeou",33547,469,89,31,46,3,43
7041,MaYingjeou,3323135697748539,"由於疫情的關係，小學的畢業典禮延到本週舉行。日前有國小老師來信，希望我能給小朋友們畢業祝福。除了準備小禮物，我也寫了小卡片，祝福他們畢業快樂，並祝福今年所有的畢業生展翅高飛、鵬程萬里～

#畢業快樂
#馬英九
#mayingjeou",29776,1159,103,17,26,1,32
7042,MaYingjeou,3315962671799175,"今天是「兩岸經濟合作架構協議」（ECFA）簽訂10週年。2009年6月29日，臺灣與中國大陸在重慶簽訂ECFA，降低539項臺灣工、農產品進入大陸的關稅，也降低267項大陸貨品進入臺灣的關稅。ECFA簽訂後，臺灣石斑魚的年產值， 6年內從新台幣38億元增加到84億元，躍居世界第1位，創造臺灣石斑魚養殖業的黃金時代。

日前我在黃昭順前立委的安排下，參觀高雄彌陀區龍膽石斑魚、鱸魚、與草蝦的養殖業，訪談漁民與漁會幹部，關心他們近年因兩岸關係惡化所陷入的經營困境。13年前我競選總統時就曾訪問屏東石斑魚業者，答應他們我選上總統會開放石斑魚的活魚運搬船直航香港，不再被海巡署當作走私取締。2008年5月30日，我上任10天後就開放了。2009年3月起，並陸續開放直航23個大陸港口；6月就簽了讓業者們都受惠的ECFA。

這次訪視高雄養殖業者，他們最關心的，就是ECFA會不會在10週年時被終止，斷絕了石斑魚出口大陸之路。我告訴他們，依據世界貿易組織（WTO）的規定，簽訂「架構協議」（framework agreement）的締約雙方，應在協議生效後10年內完成所有的關稅減讓談判，否則其他的WHO締約方或經濟體可對此「架構協議」提出異議。10年前，兩岸之間的ECFA 貨品部分只完成「早收清單」中出口539項與進口267項貨品的談判，而服貿協議又因「太陽花學運」惡意干擾未能依法備查生效，理論上確有其他締約國提出異議的風險，但目前尚無任何跡象。

不過，ECFA本身第16條就有終止條款，雙方都可以用書面通知對方終止ECFA協定，除非雙方協商後達成不終止的合意，否則ECFA協議在終止通知發出後180天開始生效。最近大陸也有不少學者作此主張，用以「制裁台獨」，因此經濟部與陸委會都很緊張，不斷公開向大陸呼籲不要終止，強調ECFA對雙方都有利；國台辦主任劉結一則說，「兩岸經濟互利合作的基本格局沒有改變」，被解讀為ECFA不會終止。

荒謬的是，經濟部與陸委會的呼籲，已違反蔡英文總統10年前的承諾。當時ECFA簽訂時，擔任民進黨主席的蔡英文強烈反對，認為ECFA是「走向中國」、「包著糖衣的毒藥」、「喪權辱國的不對稱條約」，會害死臺灣經濟，揚言未來民進黨一旦執政，就會發動公投廢止ECFA。

蔡總統既以倫敦政經學院國際經濟法博士自詡，應該知道要終止ECFA根本不必發動公投，只要依ECFA第16條書面通知大陸當局，雙方協商無合意，6個月後即可終止。但蔡總統執政4年多來，從未履行當年的承諾去終止ECFA，為什麼？

就是因為ECFA對臺灣，尤其對我們的中小企業與農漁業很有利，10年來已替臺灣產品出口到大陸省下超過2千億元新台幣的關稅！幾十年來一向是大陸出超3億美元的兩岸農產品貿易，6年前就開始逆轉，臺灣出現1千萬美元的順差，逐年增加，這也拜臺灣農漁產品大量外銷大陸之賜。蔡總統敢犧牲這麼多國人的權益，片面終止ECFA嗎？

事實上，臺灣能跟大陸簽ECFA，是因為兩岸之間有「九二共識，一中各表」的政治互信。蔡總統反對「九二共識」，現在卻不敢反對在「九二共識」基礎上達成的ECFA，這不是矛盾嗎？或許，蔡總統很掙扎，畢竟ECFA造福國人，只好當初說一套，如今做一套，就算是雙重標準、唾面自乾又怎樣？

在ECFA簽訂10週年的今天，我要誠摯呼籲兩岸執政當局，能夠同時回到「九二共識、一中各表」的初衷與精神，求同存異，共創雙贏。中共方面，應還原「一中各表，九二共識」的原貌，立即停止否定或攻擊「各表」，兩岸才能恢復共同的政治基礎與難得的互信。我也要呼籲蔡總統，就像ECFA一樣，當初說一定廢掉，現在卻緊緊擁抱，那麼，只要有利於臺灣，面對「九二共識」，再一次「髮夾彎」又何妨？",18989,180,110,58,23,13,46
7043,MaYingjeou,3290958827632893,"日前我到台南烏山頭水庫一日遊，搭船飽覽水庫風光，並且走訪附近的八田與一紀念園區，感受日式建築風情。

疫情重創觀光產業，民眾也都悶壞了，大家不妨趁端午節連假出遊透透氣，一起支持國旅，重振臺灣觀光！

#大九愛旅遊
#烏山頭水庫
#微旅行
#馬英九
#mayingjeou",40115,604,90,23,23,2,23
7044,MaYingjeou,3304380782957364,"《韓戰對中華民國的影響》

今天是端午節，也是一個特別的日子。最近兩韓關係緊張，世界關注；70年前的今天，就是韓戰爆發日。1950年6月25日，北韓朝鮮人民軍在清晨大雨中越過北緯38度線南侵，9萬兵力3天內直搗南韓首都漢城。這場突如其來的戰爭，不僅改變東亞情勢，也對中華民國造成深遠影響。

怎麼說呢？韓戰爆發前8個月，1949年10月25日，中共近萬解放軍暗夜進犯金門，在古寧頭登陸與國軍血戰3晝夜，最後共軍5千餘人陣亡、近4千人被俘，全軍覆沒。蔣中正總統聞訊喜極而泣說：「臺灣安全了」；毛澤東則坦承此為國共內戰兩年來最大敗仗。為了雪恥，中共原計劃動員60萬大軍「解放臺灣」，卻因韓戰爆發，美國第七艦隊協防臺灣，共軍兵力投入「抗美援朝」作戰，使得原定「解放臺灣」之戰被迫延後。1953年7月韓戰停戰後隔年底，臺灣與美國簽訂《中美共同防禦條約》，中共更無法輕易出兵攻臺。這一拖，就是70年而無法得逞。

韓戰使中共無力攻臺，蔣中正總統得以在1945年光復臺灣，1949年保衛臺灣之後，1950年開始全心建設臺灣。在他的推動下，1950年10月22日，花蓮選出第一屆民選縣長─民社黨的楊仲鯨，這是中華民族五千年來第一次，以1947年剛實施的中華民國憲法第129條所規定的普通、平等、直接、無記名投票方式，所舉辦的縣長選舉。隔年1月7日，當時為省轄市的臺北市，選出第一屆民選市長─無黨籍的吳三連。其他各縣市首長也於1950年至1951年間一一選出，開啟了臺灣70年的地方自治，不僅領先世界很多國家，也回應了二二八事件後民間菁英一致希望縣市長民選的要求。

在當時風雨飄搖之際，蔣總統有如此勇氣與魄力，尊重民意，推動臺灣（含日據時期）、也是全中國從未辦過的縣市長選舉，令人佩服其遠見。縱觀日後臺灣政治領袖，不分黨派，幾乎都是從地方選舉出身，蔣中正總統推動地方自治，培植了大量政治人才，為臺灣的民主化奠定堅實基礎。

1950年至1953的韓戰，雖為臺灣帶來喘息機會，但國際局勢仍是動盪不安。蔣總統除毅然決定推動縣市長選舉外，還進行「三七五減租」、「公地放領」、與「耕者有其田」等一連串土地改革，以及成立「台灣省保護養女運動委員會」，展開保護養女法制化工作。這些在當時被視為石破天驚之舉，對臺灣的民主改革、經濟建設與社會進步，都有極大貢獻。近年打著「轉型正義」旗幟一面倒謾罵羞辱蔣中正總統的人，不應漠視這些建設臺灣的政績，該還他一個公正的歷史評價。

「朝鮮半島」與「臺灣海峽」長期被視為東亞火藥庫。日前北韓炸毀兩韓聯絡辦公室，又讓朝鮮半島戰雲密布；臺灣海峽則因兩岸關係惡化，中共戰機頻繁繞臺，令人擔憂再成為東亞「燃點」。韓戰70週年的今天，我呼籲大陸當局應立即停止對臺武力恫嚇，蔡政府更應慎思明辨，以人民為念，讓兩岸重回「一中各表/九二共識」的基礎，切記兵凶戰危的歷史教訓，勿讓臺海步向戰爭邊緣。

圖為1950年蔣中正總統接見花蓮縣首任民選縣長楊仲鯨（民社黨籍）。
國史館提供，數位典藏號：002-050108-00001-041",21166,498,75,23,52,10,27
7045,MaYingjeou,3213952765333500,"香噴噴的滷汁融合醬油、糖、花椒、八角的風味，把腿庫肉滷得金黃油亮，肉嫩皮Q，不油不膩。老牌知高飯入口銷魂，讓人欲罷不能。

面對疫情的嚴峻挑戰，老店們以經得起考驗的傳統美味努力撐下來，大家一起替他們加油，用自己的胃支持在地美食，支持喜愛的餐廳，留下美好的滋味!!🍜🍲🥗🍗🍛

#大九吃八方
#美食
#知高飯
#馬英九
#mayingjeou",41467,940,137,48,57,0,14
7046,MaYingjeou,3283314668397309,"第二屆「大九學堂」將於今年8月24日～28日登場！
去年我們邀請名師舉辦講座活動，一起走訪金門名勝。
今年的名師講座更精彩，我並將與大家同遊澎湖自然風光及文史遺跡，一起體驗花火節的感動!!!🎆🎉

名額有限，報名要快！
https://reurl.cc/Wd7azO
#大九學堂
#馬英九

2019大九學堂遊金門
https://www.youtube.com/watch?v=gX50gj8APbA",8967,154,33,8,9,1,3
7047,MaYingjeou,3166468786748565,"自行車小紅已經跟隨我13年，我第一次選總統時的「青春鐵馬向前行」，就與它由南到北遠征600公里，之後更跟著我跑遍臺灣。如今，小紅終於功成身退，由小黑接替它的任務，將與我繼續向前行！
🚵‍♀️🚴‍♂️🚵‍♂️🚴‍♀️

#終於換車了
#大九愛運動
#大家多運動
#馬英九
#mayingjeou",51739,956,224,68,38,2,14
